Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
51091,241,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8298.755187,241.0,0.0,241,241,241,241.0,0.0,241,241,0,0.0,0.0,0,0,0,0,0,0,40,0,8298.755187,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,360,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,53,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,150943.3962,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,18867.92453,18867.92453,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
9091,118,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,135593.2203,33898.30508,39.33333333,15.88500341,49,21,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,0,0,48,40,16949.15254,16949.15254,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,598041,7,5,376,3508,201,0,53.71428571,78.68653906,1460,0,701.6,731.5646246,6494.538,20.0655139,54367.36364,81927.10709,269649,33,598041,99673.5,92231.43017,269649,1702,369344,92336.0,175073.0673,354754,54,0,0,0,0,152,112,11.70488311,8.360630793,0,1460,298.7692308,539.9757948,291573.859,0,0,0,1,0,0,0,0,0,323.6666667,53.71428571,701.6,152,0,0,0,0,0,0,7,376,5,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,154,2,2,68,100,34,34,34.0,0.0,50,50,50.0,0.0,1090909.091,25974.02597,51.33333333,49.08496036,102,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,12987.01299,12987.01299,34,50,40.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,50.5,34.0,50.0,40,0,0,0,0,0,0,2,68,2,100,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
443,118095937,13,12,613,4052,191,0,47.15384615,63.69569079,1430,0,337.6666667,545.7482492,39.50178235,0.211692296,4920664.042,16600000.0,58900000,4,118000000,9841328.083,22900000.0,58900000,236,118000000,10700000.0,23800000.0,59000000,4,0,0,0,0,272,252,0.110079994,0.101612302,0,1430,179.4230769,394.2111285,155402.4138,0,0,0,1,0,0,0,0,0,186.6,47.15384615,337.6666667,272,0,0,0,0,0,0,13,613,12,4052,8192,351,12,20,156376.0,98456.134,225995,86757,58800000.0,108035.3096,58900000,58800000,BENIGN
41436,55,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18181.81818,18181.81818,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,292,278,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,8712829,9,15,100,188,23,0,11.11111111,8.823894328,34,0,12.53333333,14.54975045,33.05470588,2.754558824,378818.6522,984825.0874,3050491,4,5620181,702522.625,1303066.794,3011015,4,8712711,622336.5,1215789.328,3050491,18,0,0,0,0,296,488,1.032959559,1.721599265,0,34,11.52,12.47704559,155.6766667,0,0,0,1,0,0,0,0,1,12.0,11.11111111,12.53333333,296,0,0,0,0,0,0,9,100,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
80,102651231,14,3,2541,6,231,0,181.5,98.36333745,6,0,2.0,3.464101615,24.812172,0.165609315,6415701.937,13200000.0,51300000,48,103000000,7896244.846,14300000.0,51300000,246,103000000,51300000.0,28100000.0,71200000,31500000,0,0,0,0,456,100,0.136384141,0.029225173,0,231,141.5,115.4547276,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2.0,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3206346.5,4533707.759,6412162,531,19200000.0,18800000.0,51300000,5831327,DoS slowloris
22,75,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,26666.66667,75.0,0.0,75,75,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13333.33333,13333.33333,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,257,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
443,275336,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,7.2638521661,275336.0,0.0,275336,275336,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,3.631926083,3.631926083,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1444,163,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51605,12,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,1000000.0,166666.6667,12.0,0.0,12,12,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,83333.33333,83333.33333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
80,547890,4,2,231,0,231,0,57.75,115.5,0,0,0.0,0.0,421.617478,10.95110332,109578.0,244538.1202,547021,70,547890,182630.0,315648.1014,547109,257,799,799.0,0.0,799,799,0,0,0,0,136,72,7.300735549,3.650367775,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
50941,257,3,2,76,12,45,0,25.33333333,23.02896727,6,6,6.0,0.0,342412.4514,19455.25292,64.25,77.0686923,163,3,257,128.5,177.4838021,254,3,3,3.0,0.0,3,3,1,0,0,0,96,40,11673.15175,7782.101167,0,45,22.16666667,20.66317175,426.9666667,0,1,0,0,1,0,0,0,0,26.6,25.33333333,6.0,96,0,0,0,0,0,0,3,76,2,12,123,0,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,115132727,16,14,520,802,436,0,32.5,107.6104084185,796,0,57.2857142857,212.6226084554,11.4823997872,0.2605688303,3970094.03448276,4875868.01913816,10024427,102,115132727,7675515.13333333,4175209.46392229,10047976,241,110334663,8487281.76923077,3761270.46681393,10048031,619,0,0,0,0,332,424,0.1389700428,0.1215987875,0,796,42.6451612903,159.9869887183,25595.8365591398,0,0,0,1,0,0,0,0,0,44.0666666667,32.5,57.2857142857,332,0,0,0,0,0,0,16,520,14,802,8192,288,15,20,30638.7272727273,22632.735822657,98873,23549,9999799.54545455,18061.3653047798,10024427,9949641,BENIGN
53,60512,1,1,64,117,64,64,64.0,0.0,117,117,117.0,0.0,2991.142253,33.05129561,60512.0,0.0,60512,60512,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.52564781,16.52564781,64,117,81.66666667,30.59956427,936.3333333,0,0,0,0,0,0,0,0,1,122.5,64.0,117.0,20,0,0,0,0,0,0,1,64,1,117,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,8777525,9,15,118,188,29,0,13.11111111,11.12929068,34,0,12.53333333,14.54975045,34.86176342,2.734255955,381631.5217,990111.4583,3020183,3,5882302,735287.75,1361328.32,3063917,4,8777403,626957.3571,1222038.935,3020183,3,0,0,0,0,296,488,1.025345983,1.708909972,0,34,12.24,13.09032722,171.3566667,0,0,0,1,0,0,0,0,1,12.75,13.11111111,12.53333333,296,0,0,0,0,0,0,9,118,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
80,5,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,400000.0,5.0,0.0,5,5,5,5.0,0.0,5,5,0,0.0,0.0,0,0,0,0,0,0,64,0,400000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,3002214,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.999262544,1501107.0,710998.6969,2003859,998355,3002214,1501107.0,710998.6969,2003859,998355,0,0.0,0.0,0,0,0,0,0,0,120,0,0.999262544,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
444,119262215,2792,2110,13712,7878135,5792,0,4.911174785,110.3764478,14480,0,3733.71327,2366.09794,66172.23234,41.10270801,24334.26138,152902.2865,995350,0,119000000,42730.98065,200884.2122,996350,0,119000000,56549.17307,229177.9322,995350,1,0,0,0,0,89356,67520,23.41059991,17.6921081,0,14480,1610.776871,2414.090913,5827834.935,0,0,0,0,1,0,0,0,0,1611.105467,4.911174785,3733.71327,89356,0,0,0,0,0,0,2792,13712,2110,7878135,235,235,120,32,0.0,0.0,0,0,0.0,0.0,0,0,Heartbleed
42452,48,2,2,12,4,6,6,6.0,0.0,2,2,2.0,0.0,333333.3333,83333.33333,16.0,14.73091986,32,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,40,48,41666.66667,41666.66667,2,6,4.4,2.19089023,4.8,1,0,0,0,1,0,0,0,1,5.5,6.0,2.0,40,0,0,0,0,0,0,2,12,2,4,0,1024,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,65535,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,10930608,5,4,345,3525,345,0,69.0,154.2886904,3525,0,881.25,1762.5,354.0516685,0.823375973,1366326.0,2541084.892,5927499,4,5930677,1482669.25,2964901.182,5930021,4,10900000,3643520.667,3188543.718,5927499,653,0,0,0,0,168,136,0.457431096,0.365944877,0,3525,387.0,1107.898912,1227440.0,0,0,0,1,0,0,0,0,0,430.0,69.0,881.25,168,0,0,0,0,0,0,5,345,4,3525,29200,235,1,32,699.0,0.0,699,699,5927499.0,0.0,5927499,5927499,DoS GoldenEye
80,3101875,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,7.737255692,1.289542615,1033958.333,1790308.049,3101228,246,3101875,1033958.333,1790308.049,3101228,246,0,0.0,0.0,0,0,0,0,0,0,80,0,1.289542615,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,107643164,5,3,524,0,520,0,104.8,232.1103186,0,0,0.0,0.0,4.867935692,0.074319629,15400000.0,40200000.0,107000000,60,108000000,26900000.0,53200000.0,107000000,501,107000000,53300000.0,75400000.0,107000000,1359,0,0,0,0,176,104,0.046449768,0.027869861,0,520,58.22222222,173.1717195,29988.44444,0,0,0,1,0,0,0,0,0,65.5,104.8,0.0,176,0,0,0,0,0,0,5,524,3,0,29200,235,2,32,1000139.0,0.0,1000139,1000139,107000000.0,0.0,107000000,107000000,DoS Slowhttptest
22,1327248,35,42,2622,7038,408,0,74.91428571,105.2809606,976,0,167.5714286,317.1563547,7278.217786,58.01477945,17463.78947,110595.717,953081,0,1327248,39036.70588,174695.8298,996156,1,374060,9123.414634,26907.6427,156170,1,0,0,0,0,724,864,26.3703543,31.64442516,0,976,123.8461538,246.5452766,60784.57343,0,0,0,1,0,0,0,0,1,125.4545455,74.91428571,167.5714286,724,0,0,0,0,0,0,35,2622,42,7038,8192,245,33,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,205,2,2,84,204,42,42,42.0,0.0,102,102,102.0,0.0,1404878.049,19512.19512,68.33333333,113.1606528,199,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,9756.097561,9756.097561,42,102,66.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,82.5,42.0,102.0,64,0,0,0,0,0,0,2,84,2,204,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,1339461,6,2,222,402,37,37,37.0,0.0,201,201,201.0,0.0,465.8590283704,5.9725516458,191351.571428571,370752.718522223,1000072,3,1061784,212356.8,441155.893503306,1000072,3,4,4.0,0.0,4,4,0,0,0,0,120,40,4.4794137343,1.4931379114,37,201,73.4444444444,72.3172025024,5229.7777777778,0,0,0,0,0,0,0,0,0,82.625,37.0,201.0,120,0,0,0,0,0,0,6,222,2,402,-1,-1,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,116152991,24,24,1424,16997,517,0,59.33333333,138.9503091,4380,0,708.2083333,1124.139167,158.5925583,0.413248076,2471340.234,4262802.877,9998570,1,116000000,5050130.043,4960076.883,10000000,16,111000000,4822165.478,5089646.589,10000000,48,0,0,0,0,492,624,0.206624038,0.206624038,0,4380,375.9387755,850.3142656,723034.3503,0,0,0,1,0,0,0,0,1,383.7708333,59.33333333,708.2083333,492,0,0,0,0,0,0,24,1424,24,16997,8192,1013,23,20,96680.91667,254607.7554,905169,23028,9582733.667,1375941.724,9998570,5217190,BENIGN
80,34748483,7,5,323,11595,323,0,46.14285714,122.0825248,7240,0,2319.0,3331.638186,342.9790014,0.345338817,3158953.0,10400000.0,34600000,1,34600000,5769003.167,14100000.0,34600000,1,149412,37353.0,64938.7353,134191,66,0,0,0,0,232,168,0.201447643,0.143891174,0,7240,916.7692308,2244.740711,5038860.859,0,0,0,0,1,0,0,0,0,993.1666667,46.14285714,2319.0,232,0,0,0,0,0,0,7,323,5,11595,274,235,1,32,991.0,0.0,991,991,34600000.0,0.0,34600000,34600000,DoS Hulk
22,77,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25974.02597,77.0,0.0,77,77,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12987.01299,12987.01299,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
55281,243,2,1,280,6,274,6,140.0,189.5046174,6,6,6.0,0.0,1176954.733,12345.67901,121.5,146.3711037,225,18,243,243.0,0.0,243,243,0,0.0,0.0,0,0,1,0,0,0,40,20,8230.452675,4115.226337,6,274,140.0,154.7298721,23941.33333,0,1,0,0,1,0,0,0,0,186.6666667,140.0,6.0,40,0,0,0,0,0,0,2,280,1,6,60,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,116760628,30,29,14561,6858,2965,0,485.3666667,992.9995827,1448,0,236.4827586,436.3113748,183.4436862,0.50530732,2013114.276,3870511.719,10200000,1,117000000,4025436.724,4714351.576,10200000,15,117000000,4169192.5,4744035.737,10300000,3,0,0,0,0,968,936,0.256935925,0.248371395,0,2965,356.9833333,769.8633709,592689.6099,0,0,0,1,0,0,0,0,0,363.0338983,485.3666667,236.4827586,968,0,0,0,0,0,0,30,14561,29,6858,29200,1844,10,32,39163.0,44131.75381,179595,22933,8940657.385,2036914.182,10200000,5051627,BENIGN
80,11901364,7,4,329,11632,329,0,47.0,124.3503116,11632,0,2908.0,5816.0,1005.010854,0.924263807,1190136.4,2546787.274,6897454,1,6904918,1150819.667,2817956.873,6902950,1,11900000,3967088.0,3562976.914,6897454,1001,0,0,0,0,232,136,0.588167877,0.33609593,0,11632,996.75,3350.570348,11200000.0,0,0,0,1,0,0,0,0,0,1087.363636,47.0,2908.0,232,0,0,0,0,0,0,7,329,4,11632,29200,235,1,32,1101.0,0.0,1101,1101,6897454.0,0.0,6897454,6897454,DoS GoldenEye
80,12137359,9,6,814,11632,407,0,90.44444444,179.4701306,5792,0,1938.666667,2984.837059,1025.429008,1.235853698,866954.2143,2194433.577,6934748,17,7138002,892250.25,2442865.757,6935546,46,12100000,2427468.4,3304478.827,6934748,96,0,0,0,0,296,200,0.741512219,0.494341479,0,5792,777.875,1962.085587,3849779.85,0,0,0,1,0,0,0,0,0,829.7333333,90.44444444,1938.666667,296,0,0,0,0,0,0,9,814,6,11632,29200,235,2,32,201349.0,0.0,201349,201349,6934748.0,0.0,6934748,6934748,DoS GoldenEye
53,221,2,2,150,406,75,75,75.0,0.0,203,203,203.0,0.0,2515837.104,18099.54751,73.66666667,122.3982571,215,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,9049.773756,9049.773756,75,203,126.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,157.75,75.0,203.0,40,0,0,0,0,0,0,2,150,2,406,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30049,1,1,44,60,44,44,44.0,0.0,60,60,60.0,0.0,3461.0136776598,66.5579553396,30049.0,0.0,30049,30049,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,33.2789776698,33.2789776698,44,60,49.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,74.0,44.0,60.0,20,0,0,0,0,0,0,1,44,1,60,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,536096,4,2,231,0,231,0,57.75,115.5,0,0,0.0,0.0,430.8929744,11.19202531,107219.2,239282.693,535261,35,536096,178698.6667,308822.3749,535296,275,746,746.0,0.0,746,746,0,0,0,0,136,72,7.461350206,3.730675103,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
80,63082962,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110964986,10500000.0,11900000.0,32000000,999194,63100000,10500000.0,11900000.0,32000000,999194,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110964986,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7011167.0,0.0,7011167,7011167,18700000.0,12200000.0,32000000,8008119,DoS Slowhttptest
80,106297450,6,3,531,0,520,0,88.5,211.4367518,0,0,0.0,0.0,4.995416165,0.084668071,13300000.0,36400000.0,103000000,37,106000000,21300000.0,45900000.0,103000000,212,103000000,51600000.0,73000000.0,103000000,1050,0,0,0,0,216,104,0.05644538,0.02822269,0,520,53.1,164.088357,26924.98889,0,0,0,1,0,0,0,0,0,59.0,88.5,0.0,216,0,0,0,0,0,0,6,531,3,0,29200,235,2,32,3004999.0,0.0,3004999,3004999,103000000.0,0.0,103000000,103000000,DoS Slowhttptest
21,204,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,68627.45098,14705.88235,102.0,45.254834,134,70,204,204.0,0.0,204,204,0,0.0,0.0,0,0,1,0,0,0,64,20,9803.921569,4901.960784,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
80,55398,3,5,358,11595,358,0,119.3333333,206.6913964,7240,0,2319.0,3331.638186,215765.9121,144.4095455,7914.0,16847.74644,45197,4,9989,4994.5,7057.632783,9985,4,55348,13837.0,21417.61949,45197,46,0,0,0,0,104,168,54.15357955,90.25596592,0,7240,1328.111111,2634.893472,6942663.611,0,0,0,1,0,0,0,0,1,1494.125,119.3333333,2319.0,104,0,0,0,0,0,0,3,358,5,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
51633,40,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,300000.0,50000.0,40.0,0.0,40,40,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,25000.0,25000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
22,11055115,19,31,2008,2745,640,0,105.6842105,143.7671932,976,0,88.5483871,223.315,429.9367306,4.522793295,225614.5918,588167.3598,2032289,3,9082297,504572.0556,831633.8346,2090274,273,11100000,368500.4,719875.8448,2032289,3,0,0,0,0,616,1000,1.718661452,2.804131843,0,976,93.19607843,193.9302988,37608.96078,0,0,0,1,0,0,0,0,1,95.06,105.6842105,88.5483871,616,0,0,0,0,0,0,19,2008,31,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
443,30859,3,3,86,7,86,0,28.6666666667,49.6521231503,7,0,2.3333333333,4.0414518843,3013.7075083444,194.4327424738,6171.8,8246.5058479334,15264,4,15712,7856.0,10520.3346904935,15295,417,15595,7797.5,11021.6733983547,15591,4,0,0,0,0,108,104,97.2163712369,97.2163712369,0,86,13.2857142857,32.1699356839,1034.9047619048,0,0,0,1,0,0,0,0,1,15.5,28.6666666667,2.3333333333,108,0,0,0,0,0,0,3,86,3,7,65535,57,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
119,42,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,190476.1905,47619.04762,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,23809.52381,23809.52381,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
443,196718,8,5,503,3553,201,0,62.875,81.16022513,1430,0,710.6,715.0676891,20618.34708,66.08444575,16393.16667,28311.57946,92594,4,196718,28102.57143,33375.11664,92723,4,38950,9737.5,18100.47315,36869,188,0,0,0,0,172,112,40.66735123,25.41709452,0,1430,289.7142857,516.8471621,267130.989,0,0,0,1,0,0,0,0,0,312.0,62.875,710.6,172,0,0,0,0,0,0,8,503,5,3553,8192,343,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
64680,52,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,115384.6154,38461.53846,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,19230.76923,19230.76923,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
443,6383558,10,11,1057,7308,674,0,105.7,211.6695800324,1460,0,664.3636363636,668.2119832399,1310.3977437034,3.2897014486,319177.9,1134150.74997949,4996846,0,1386708,154078.666666667,402642.973202998,1226533,248,6359900,635990.0,1584655.75420727,4996879,4,0,0,0,0,220,228,1.5665244993,1.7231769493,0,1460,380.2272727273,562.9261079665,316885.803030303,0,0,0,1,0,0,0,0,1,398.3333333333,105.7,664.3636363636,220,0,0,0,0,0,0,10,1057,11,7308,29200,27,9,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,498,3,1,18,0,6,6,6.0,0.0,0,0,0.0,0.0,36144.578313253,8032.1285140562,166.0,197.4943037153,394,48,498,249.0,284.256926037,450,48,0,0.0,0.0,0,0,0,0,0,0,60,32,6024.0963855422,2008.0321285141,0,6,4.8,2.683281573,7.2,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,60,0,0,0,0,0,0,3,18,1,0,0,973,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53519,13,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,923076.9231,153846.1538,13.0,0.0,13,13,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,76923.07692,76923.07692,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
80,81,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,148148.1481,24691.35802,81.0,0.0,81,81,81,81.0,0.0,81,81,0,0.0,0.0,0,0,0,0,0,0,40,0,24691.35802,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,11487371,21,31,2008,2745,640,0,95.61904762,140.0451628,976,0,88.5483871,223.315,413.7587269,4.526710246,225242.5686,598423.6902,2190350,3,9476750,473837.5,838116.5729,2264891,3,11500000,382910.4667,745120.0944,2190350,3,0,0,0,0,680,1000,1.828094522,2.698615723,0,976,89.67924528,191.0076291,36483.91437,0,0,0,1,0,0,0,0,1,91.40384615,95.61904762,88.5483871,680,0,0,0,0,0,0,21,2008,31,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
